"","time_window","goal_func","num_maxM_days","memory","num_maxS_days","total_equivalent","k"
"580",20,0.65,160,5,89,"MaxM","5"
"581",20,0.7,0,5,0,"MaxS","5"
"582",20,0.75,157,5,92,"MaxM","5"
"583",20,0.8,0,5,0,"MaxS","5"
"584",20,0.9,0,5,0,"MaxS","5"
"585",20,1,249,5,0,"MaxM","5"
"586",25,0,0,5,249,"MaxS","5"
"587",25,0.1,0,5,0,"MaxS","5"
"588",25,0.2,0,5,0,"MaxS","5"
"589",25,0.3,0,5,0,"MaxS","5"
"590",25,0.4,0,5,0,"MaxS","5"
"591",25,0.45,1,5,248,"MaxS","5"
"592",25,0.5,31,5,218,"MaxM","5"
"593",25,0.55,164,5,85,"MaxM","5"
"594",25,0.6,164,5,85,"MaxM","5"
"595",25,0.65,159,5,90,"MaxM","5"
"596",25,0.7,0,5,0,"MaxS","5"
"597",25,0.75,159,5,90,"MaxM","5"
"598",25,0.8,0,5,0,"MaxS","5"
"599",25,0.9,0,5,0,"MaxS","5"
"600",25,1,249,5,0,"MaxM","5"
