2.3272e-08,3800.5,583,31.52
2.1762e-08,3800.5,621.01,47.342
2.0413e-08,3800.5,659.01,75.796
1.9221e-08,3800.5,697.02,103.17
1.8159e-08,3800.5,735.02,106.87
1.7207e-08,3800.5,773.03,85.586
1.6351e-08,3800.5,811.03,106.31
1.5575e-08,3800.5,849.04,126.43
1.4869e-08,3800.5,887.04,141.6
1.4224e-08,3800.5,925.05,173.45
1.3633e-08,3800.5,963.05,191.23
1.3088e-08,3800.5,1001.1,196.27
1.2586e-08,3800.5,1039.1,210.69
1.2121e-08,3800.5,1077.1,231.95
1.1689e-08,3800.5,1115.1,262.82
1.1287e-08,3800.5,1153.1,284.4
1.0912e-08,3800.5,1191.1,263.12
1.0561e-08,3800.5,1229.1,241.84
1.0233e-08,3800.5,1267.1,220.55
9.9244e-09,3800.5,1305.1,199.27
9.6343e-09,3800.5,1343.1,177.99
9.3609e-09,3800.5,1381.1,156.7
9.1029e-09,3800.5,1419.1,179.77
8.8591e-09,3800.5,1457.1,199.77
8.6285e-09,3800.5,1495.1,217.44
8.4098e-09,3800.5,1533.1,237.34
8.2023e-09,3800.5,1571.1,259.14
8.0051e-09,3800.5,1609.1,265.37
7.8176e-09,3800.5,1647.2,271.88
7.639e-09,3800.5,1685.2,307.18
7.4688e-09,3800.5,1723.2,323.23
7.3064e-09,3800.5,1761.2,364.62
7.1512e-09,3800.5,1799.2,397.22
7.0029e-09,3800.5,1837.2,425.26
6.861e-09,3800.5,1875.2,445.89
6.725e-09,3800.5,1913.2,466.83
6.595e-09,3800.5,1951.2,445.55
6.4701e-09,3800.5,1989.2,466.29
6.3502e-09,3800.5,2027.2,503.19
6.2351e-09,3800.5,2065.2,537.46
6.1245e-09,3800.5,2103.2,516.17
6.0181e-09,3800.5,2141.2,530.98
5.9157e-09,3800.5,2179.2,543.63
5.8172e-09,3800.5,2217.2,575.29
5.7222e-09,3800.5,2255.2,583.22
5.6307e-09,3800.5,2293.2,592.75
5.5424e-09,3800.5,2331.2,571.47
5.4573e-09,3800.5,2369.3,550.19
5.3751e-09,3800.5,2407.3,583.8
5.2957e-09,3800.5,2445.3,597.72
5.219e-09,3800.5,2483.3,614.18
5.1449e-09,3800.5,2521.3,639.98
5.0732e-09,3800.5,2559.3,667.8
5.0039e-09,3800.5,2597.3,693.2
4.9368e-09,3800.5,2635.3,705.2
4.8718e-09,3800.5,2673.3,722.4
4.8089e-09,3800.5,2711.3,743.33
4.748e-09,3800.5,2749.3,764.53
4.689e-09,3800.5,2787.3,772.56
4.6318e-09,3800.5,2825.3,786.85
4.5763e-09,3800.5,2863.3,806.84
4.5225e-09,3800.5,2901.3,824.25
4.4703e-09,3800.5,2939.3,855.54
4.4197e-09,3800.5,2977.3,834.26
4.3705e-09,3800.5,3015.3,812.98
4.3228e-09,3800.5,3053.4,837.84
4.2765e-09,3800.5,3091.4,861.35
4.2315e-09,3800.5,3129.4,863.31
4.1879e-09,3800.5,3167.4,908.68
4.1454e-09,3800.5,3205.4,927.59
4.1042e-09,3800.5,3243.4,934.9
4.0641e-09,3800.5,3281.4,958.85
4.0252e-09,3800.5,3319.4,969.26
3.9873e-09,3800.5,3357.4,947.98
3.9505e-09,3800.5,3395.4,926.7
3.9147e-09,3800.5,3433.4,905.41
3.8799e-09,3800.5,3471.4,884.13
3.8461e-09,3800.5,3509.4,862.85
3.8132e-09,3800.5,3547.4,841.56
3.7812e-09,3800.5,3585.4,856.17
3.7501e-09,3800.5,3623.4,865.07
3.7198e-09,3800.5,3661.4,843.79
3.6904e-09,3800.5,3699.4,822.51
3.6618e-09,3800.5,3737.4,832.12
3.6339e-09,3800.5,3775.5,810.84
3.6068e-09,3800.5,3813.5,789.56
3.5805e-09,3800.5,3851.5,811.92
3.5549e-09,3800.5,3889.5,821.36
3.5299e-09,3800.5,3927.5,867.87
3.5057e-09,3800.5,3965.5,890.9
3.4821e-09,3800.5,4003.5,915.11
3.4592e-09,3800.5,4041.5,893.83
3.437e-09,3800.5,4079.5,932.11
3.4153e-09,3800.5,4117.5,938.62
3.3943e-09,3800.5,4155.5,981.86
3.3739e-09,3800.5,4193.5,1001.8
3.354e-09,3800.5,4231.5,1016.3
3.3347e-09,3800.5,4269.5,1023.5
3.316e-09,3800.5,4307.5,1035.7
3.2979e-09,3800.5,4345.5,1053.4
3.2802e-09,3800.5,4383.5,1062.1
3.2631e-09,3800.5,4421.5,1040.8
3.2466e-09,3800.5,4459.6,1052.5
3.2305e-09,3800.5,4497.6,1078.3
3.2149e-09,3800.5,4535.6,1091.2
3.1998e-09,3800.5,4573.6,1069.9
3.1852e-09,3800.5,4611.6,1048.6
3.1711e-09,3800.5,4649.6,1075.2
3.1574e-09,3800.5,4687.6,1053.9
3.1443e-09,3800.5,4725.6,1032.6
3.1315e-09,3800.5,4763.6,1011.3
3.1192e-09,3800.5,4801.6,1025.7
3.1074e-09,3800.5,4839.6,1038.7
3.096e-09,3800.5,4877.6,1069.2
3.085e-09,3800.5,4915.6,1080.8
3.0744e-09,3800.5,4953.6,1090.2
3.0643e-09,3800.5,4991.6,1068.9
3.0546e-09,3800.5,5029.6,1047.6
3.0453e-09,3800.5,5067.6,1026.3
3.0364e-09,3800.5,5105.6,1043
